state,item_num,item,ans_ind,ans_text,ans_prop
alabama,99,Which of these terms do you prefer for the small road parallel to the highway?,h,other,0.0395
alabama,103,What do you call the thing from which you might drink water in a school?,c,drinking fountain,0.0664
alabama,103,What do you call the thing from which you might drink water in a school?,d,water fountain,0.9336
alabama,105,What is your generic term for a sweetened carbonated beverage?,a,soda,0.17980000000000002
alabama,105,What is your generic term for a sweetened carbonated beverage?,j,other,0.0526
alabama,105,What is your generic term for a sweetened carbonated beverage?,b,pop,0.0175
alabama,105,What is your generic term for a sweetened carbonated beverage?,c,coke,0.6184000000000001
alabama,105,What is your generic term for a sweetened carbonated beverage?,e,soft drink,0.10529999999999999
alabama,105,What is your generic term for a sweetened carbonated beverage?,g,cocola,0.0263
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.1189
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,b,rolling,0.7797
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.048499999999999995
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,d,wrapping,0.0044
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,0.0176
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.0044
alabama,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0264
arkansas,4,caramel,a,"with 2 syllables (""car-ml"")",0.48229999999999995
arkansas,4,caramel,b,"with 3 syllables (""carra-mel"")",0.2695
arkansas,4,caramel,c,I use both interchangeably,0.1702
arkansas,4,caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",0.0426
arkansas,4,caramel,e,other,0.0355
arkansas,5,"the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",0.15710000000000002
arkansas,5,"the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",0.7786
arkansas,5,"the vowel in the second syllable of ""cauliflower""",c,other,0.0643
arkansas,14,lawyer,a,"with [j] as in ""boy"" (""loyer"")",0.1761
arkansas,14,lawyer,b,"with [] as in ""saw"" (""law-yer"")",0.7465
arkansas,14,lawyer,c,I use both interchangeably,0.0704
arkansas,14,lawyer,d,other,0.006999999999999999
arkansas,20,"the second vowel in ""pajamas""",a,"[] as in ""jam""",0.2057
arkansas,20,"the second vowel in ""pajamas""",b,"[] as in ""father""",0.7801
arkansas,20,"the second vowel in ""pajamas""",c,other,0.014199999999999999
arkansas,28,"Do you pronounce ""cot"" and ""caught"" the same?",a,different,0.5725
arkansas,28,"Do you pronounce ""cot"" and ""caught"" the same?",b,same,0.4275
arkansas,36,"the ""c"" in ""grocery""",a,"[s] as in ""sock""",0.4296
arkansas,36,"the ""c"" in ""grocery""",b,"[] as in ""shock""",0.5481
arkansas,36,"the ""c"" in ""grocery""",c,other,0.0222
arkansas,50,What word(s) do you use to address a group of two or more people?,a,you all,0.12029999999999999
arkansas,50,What word(s) do you use to address a group of two or more people?,d,you guys,0.0977
arkansas,50,What word(s) do you use to address a group of two or more people?,e,you 'uns,0.015
arkansas,50,What word(s) do you use to address a group of two or more people?,g,you,0.0526
arkansas,50,What word(s) do you use to address a group of two or more people?,h,other,0.0226
arkansas,50,What word(s) do you use to address a group of two or more people?,i,y'all,0.6917
arkansas,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",a,yes,0.188
arkansas,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",b,no,0.7895
arkansas,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",c,other,0.0226
arkansas,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,a,acceptable,0.48479999999999995
arkansas,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,b,unacceptable,0.43939999999999996
arkansas,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,c,not sure,0.0758
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",a,tag sale,0.0226
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",m,other,0.0075
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",b,yard sale,0.4436
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",c,garage sale,0.48119999999999996
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",d,rummage sale,0.015
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",g,carport sale,0.0226
arkansas,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",h,sidewalk sale,0.0075
arkansas,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,a,lightning bug,0.5263
arkansas,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,b,firefly,0.0451
arkansas,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,c,I use lightning bug and firefly interchangeably,0.406
arkansas,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,f,other,0.0226
arkansas,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,a,crawfish,0.2576
arkansas,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,b,crayfish,0.0227
arkansas,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,d,crowfish,0.0076
arkansas,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,e,crawdad,0.6364
arkansas,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,h,other,0.0758
arkansas,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",a,sneakers,0.15789999999999998
arkansas,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",k,other,0.0301
arkansas,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",b,shoes,0.0226
arkansas,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",c,gymshoes,0.0301
arkansas,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",f,tennis shoes,0.7519
arkansas,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",h,runners,0.0075
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,a,kitty-corner,0.2273
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,b,kitacorner,0.0076
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,c,catercorner,0.0152
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,d,catty-corner,0.6061
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,f,kitty wampus,0.0076
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,g,"I can only use ""diagonal"" for this",0.0833
arkansas,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i,other,0.053
arkansas,78,What do you call paper that has already been used for something or is otherwise imperfect?,a,scratch paper,0.4211
arkansas,78,What do you call paper that has already been used for something or is otherwise imperfect?,b,scrap paper,0.1654
arkansas,78,What do you call paper that has already been used for something or is otherwise imperfect?,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",0.391
arkansas,78,What do you call paper that has already been used for something or is otherwise imperfect?,d,other,0.0226
arkansas,86,Do you use the word cruller?,a,yes,0.15039999999999998
arkansas,86,Do you use the word cruller?,b,"no, but I know what it means",0.47369999999999995
arkansas,86,Do you use the word cruller?,c,I have no idea what this means,0.3759
arkansas,99,Which of these terms do you prefer for the small road parallel to the highway?,a,frontage road,0.1805
arkansas,99,Which of these terms do you prefer for the small road parallel to the highway?,b,service road,0.3383
arkansas,99,Which of these terms do you prefer for the small road parallel to the highway?,c,access road,0.36090000000000005
arkansas,99,Which of these terms do you prefer for the small road parallel to the highway?,f,we have them but I have no word for them,0.07519999999999999
arkansas,99,Which of these terms do you prefer for the small road parallel to the highway?,g,I've never heard of this concept,0.0075
arkansas,99,Which of these terms do you prefer for the small road parallel to the highway?,h,other,0.037599999999999995
arkansas,103,What do you call the thing from which you might drink water in a school?,c,drinking fountain,0.0916
arkansas,103,What do you call the thing from which you might drink water in a school?,d,water fountain,0.9007999999999999
arkansas,103,What do you call the thing from which you might drink water in a school?,e,other,0.0076
arkansas,105,What is your generic term for a sweetened carbonated beverage?,a,soda,0.2556
arkansas,105,What is your generic term for a sweetened carbonated beverage?,j,other,0.0451
arkansas,105,What is your generic term for a sweetened carbonated beverage?,b,pop,0.0602
arkansas,105,What is your generic term for a sweetened carbonated beverage?,c,coke,0.5489
arkansas,105,What is your generic term for a sweetened carbonated beverage?,e,soft drink,0.0902
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.34850000000000003
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,b,rolling,0.35609999999999997
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.17420000000000002
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,d,wrapping,0.0152
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,0.0455
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.053
arkansas,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0076
arizona,4,caramel,a,"with 2 syllables (""car-ml"")",0.49229999999999996
arizona,4,caramel,b,"with 3 syllables (""carra-mel"")",0.2205
arizona,4,caramel,c,I use both interchangeably,0.2359
arizona,4,caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",0.020499999999999997
arizona,4,caramel,e,other,0.0308
arizona,5,"the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",0.23199999999999998
arizona,5,"the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",0.701
arizona,5,"the vowel in the second syllable of ""cauliflower""",c,other,0.067
arizona,14,lawyer,a,"with [j] as in ""boy"" (""loyer"")",0.7853
arizona,14,lawyer,b,"with [] as in ""saw"" (""law-yer"")",0.15710000000000002
arizona,14,lawyer,c,I use both interchangeably,0.0471
arizona,14,lawyer,d,other,0.0105
arizona,20,"the second vowel in ""pajamas""",a,"[] as in ""jam""",0.6825
arizona,20,"the second vowel in ""pajamas""",b,"[] as in ""father""",0.3069
arizona,20,"the second vowel in ""pajamas""",c,other,0.0106
arizona,28,"Do you pronounce ""cot"" and ""caught"" the same?",a,different,0.3261
arizona,28,"Do you pronounce ""cot"" and ""caught"" the same?",b,same,0.6739
arizona,36,"the ""c"" in ""grocery""",a,"[s] as in ""sock""",0.3626
arizona,36,"the ""c"" in ""grocery""",b,"[] as in ""shock""",0.6154
arizona,36,"the ""c"" in ""grocery""",c,other,0.022000000000000002
arizona,50,What word(s) do you use to address a group of two or more people?,a,you all,0.1547
arizona,50,What word(s) do you use to address a group of two or more people?,d,you guys,0.4917
arizona,50,What word(s) do you use to address a group of two or more people?,e,you 'uns,0.0055000000000000005
arizona,50,What word(s) do you use to address a group of two or more people?,g,you,0.2376
arizona,50,What word(s) do you use to address a group of two or more people?,h,other,0.0387
arizona,50,What word(s) do you use to address a group of two or more people?,i,y'all,0.0718
arizona,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",a,yes,0.3812
arizona,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",b,no,0.5856
arizona,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",c,other,0.0331
arizona,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,a,acceptable,0.5
arizona,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,b,unacceptable,0.4611
arizona,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,c,not sure,0.038900000000000004
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",a,tag sale,0.0166
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",m,other,0.0387
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",b,yard sale,0.4972
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",c,garage sale,0.4144
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",d,rummage sale,0.022099999999999998
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",g,carport sale,0.0055000000000000005
arizona,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",i,jumble (sale),0.0055000000000000005
arizona,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,a,lightning bug,0.1602
arizona,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,b,firefly,0.45299999999999996
arizona,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,c,I use lightning bug and firefly interchangeably,0.35359999999999997
arizona,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,e,I have no word for this,0.0276
arizona,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,f,other,0.0055000000000000005
arizona,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,a,crawfish,0.3056
arizona,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,b,crayfish,0.1611
arizona,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,e,crawdad,0.4
arizona,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,f,mudbug,0.005600000000000001
arizona,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,g,I have no word for this critter,0.0722
arizona,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,h,other,0.0556
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",a,sneakers,0.25
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",k,other,0.0556
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",b,shoes,0.0611
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",c,gymshoes,0.0111
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",f,tennis shoes,0.6
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",g,running shoes,0.0167
arizona,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",i,trainers,0.005600000000000001
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,a,kitty-corner,0.6257
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,b,kitacorner,0.005600000000000001
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,c,catercorner,0.011200000000000002
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,d,catty-corner,0.21789999999999998
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,g,"I can only use ""diagonal"" for this",0.095
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,h,I have no term for this,0.0335
arizona,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i,other,0.011200000000000002
arizona,78,What do you call paper that has already been used for something or is otherwise imperfect?,a,scratch paper,0.38670000000000004
arizona,78,What do you call paper that has already been used for something or is otherwise imperfect?,b,scrap paper,0.12710000000000002
arizona,78,What do you call paper that has already been used for something or is otherwise imperfect?,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",0.4696
arizona,78,What do you call paper that has already been used for something or is otherwise imperfect?,d,other,0.0166
arizona,86,Do you use the word cruller?,a,yes,0.18780000000000002
arizona,86,Do you use the word cruller?,b,"no, but I know what it means",0.4365
arizona,86,Do you use the word cruller?,c,I have no idea what this means,0.3757
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,a,frontage road,0.6556000000000001
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,b,service road,0.0722
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,c,access road,0.16670000000000001
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,d,feeder road,0.005600000000000001
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,f,we have them but I have no word for them,0.0333
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,g,I've never heard of this concept,0.0333
arizona,99,Which of these terms do you prefer for the small road parallel to the highway?,h,other,0.0333
arizona,103,What do you call the thing from which you might drink water in a school?,c,drinking fountain,0.5084000000000001
arizona,103,What do you call the thing from which you might drink water in a school?,d,water fountain,0.4637
arizona,103,What do you call the thing from which you might drink water in a school?,e,other,0.0279
arizona,105,What is your generic term for a sweetened carbonated beverage?,a,soda,0.6369
arizona,105,What is your generic term for a sweetened carbonated beverage?,j,other,0.050300000000000004
arizona,105,What is your generic term for a sweetened carbonated beverage?,b,pop,0.13970000000000002
arizona,105,What is your generic term for a sweetened carbonated beverage?,c,coke,0.1285
arizona,105,What is your generic term for a sweetened carbonated beverage?,e,soft drink,0.0391
arizona,105,What is your generic term for a sweetened carbonated beverage?,g,cocola,0.005600000000000001
arizona,106,What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,0.8492000000000001
arizona,106,What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,0.1061
arizona,106,What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,0.005600000000000001
arizona,106,What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,0.0391
california,4,caramel,a,"with 2 syllables (""car-ml"")",0.348
california,4,caramel,b,"with 3 syllables (""carra-mel"")",0.3661
california,4,caramel,c,I use both interchangeably,0.2177
california,4,caramel,d,"I have both forms, but the two have different meanings (please state how in the comments box)",0.0492
california,4,caramel,e,other,0.0191
california,5,"the vowel in the second syllable of ""cauliflower""",a,"[i:] as in ""see""",0.2492
california,5,"the vowel in the second syllable of ""cauliflower""",b,"[] as in ""sit""",0.6995999999999999
california,5,"the vowel in the second syllable of ""cauliflower""",c,other,0.0513
california,14,lawyer,a,"with [j] as in ""boy"" (""loyer"")",0.8240999999999999
california,14,lawyer,b,"with [] as in ""saw"" (""law-yer"")",0.1303
california,14,lawyer,c,I use both interchangeably,0.0441
california,14,lawyer,d,other,0.0015
california,20,"the second vowel in ""pajamas""",a,"[] as in ""jam""",0.5609000000000001
california,20,"the second vowel in ""pajamas""",b,"[] as in ""father""",0.41159999999999997
california,20,"the second vowel in ""pajamas""",c,other,0.0275
california,28,"Do you pronounce ""cot"" and ""caught"" the same?",a,different,0.244
california,28,"Do you pronounce ""cot"" and ""caught"" the same?",b,same,0.7559999999999999
california,36,"the ""c"" in ""grocery""",a,"[s] as in ""sock""",0.5218
california,36,"the ""c"" in ""grocery""",b,"[] as in ""shock""",0.45030000000000003
california,36,"the ""c"" in ""grocery""",c,other,0.0279
california,50,What word(s) do you use to address a group of two or more people?,a,you all,0.09609999999999999
california,50,What word(s) do you use to address a group of two or more people?,b,"yous, youse",0.0015
california,50,What word(s) do you use to address a group of two or more people?,c,you lot,0.0031
california,50,What word(s) do you use to address a group of two or more people?,d,you guys,0.5496
california,50,What word(s) do you use to address a group of two or more people?,e,you 'uns,0.001
california,50,What word(s) do you use to address a group of two or more people?,g,you,0.25
california,50,What word(s) do you use to address a group of two or more people?,h,other,0.030699999999999998
california,50,What word(s) do you use to address a group of two or more people?,i,y'all,0.068
california,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",a,yes,0.27390000000000003
california,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",b,no,0.6953
california,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",c,other,0.030699999999999998
california,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,a,acceptable,0.2556
